libuser,gender,age,award_total_amount
no,female,54,3763240.1804487905
yes,female,59,4172617.720868343
no,female,55,5471414.742682972
yes,male,53,7488159.407786982
yes,male,53,4621064.121599785
yes,male,49,7047644.966023937
no,female,53,5137475.926081022
yes,female,51,4671464.56772808
no,male,43,3523004.106022092
no,male,49,5135629.0418484155
no,male,63,7584748.346813794
yes,male,60,5149109.698339508
no,female,59,5644240.712750856
yes,female,64,6200778.70185371
yes,female,43,4163556.841343486
yes,male,65,6743167.263134493
no,male,56,5892818.808373695
yes,female,59,5173853.46186992
no,male,65,7026371.761711056
no,female,45,3458289.08103119
no,female,55,4966756.905802356
yes,female,48,3562011.853655283
no,male,61,5181928.288190788
no,male,57,4991665.583355889
yes,male,46,4836745.254253894
yes,male,49,5340521.429580248
no,male,60,5898807.426947618
yes,male,35,3758020.357456367
yes,male,59,6855325.123134232
no,female,60,5429271.83654847
yes,female,63,6753124.347795005
no,male,52,5295451.738747107
no,female,53,4782070.783855895
no,female,60,4962982.329436633
yes,male,59,6916862.1450993195
no,male,43,2805948.1055866783
yes,female,60,6416006.401494565
yes,male,50,4598900.905253346
no,male,45,6884778.958733997
no,female,51,3992801.2235559877
yes,male,53,4893150.010988661
no,male,43,4952760.068416151
no,male,63,6142744.44994695
yes,male,58,5131003.142409888
no,male,51,4898459.123443859
yes,male,57,5288781.807150373
no,female,47,2614686.766824962
no,female,50,3140122.345131144
no,female,49,2806507.7580628903
yes,male,44,4354072.255975729
yes,female,55,5530840.914472234
no,male,42,5750793.322147259
yes,female,57,5248510.732066416
yes,female,37,2482974.6457475936
yes,male,59,6073133.599537084
no,male,56,5811725.881864827
yes,male,60,6340827.382527741
yes,female,53,5000672.335781692
no,male,46,5497304.823151931
no,male,53,4212598.508179654
no,male,61,7276528.40371127
no,female,56,4616540.735044945
yes,female,39,2433069.5852491315
no,male,45,5583979.966414096
no,female,60,6547830.370736138
yes,female,55,5511159.987466808
no,male,50,5912386.445754732
no,female,47,3414103.89432977
no,female,45,3515888.967105955
no,female,58,4688727.913617827
no,male,48,4962901.951400174
no,male,47,3516575.4993660185
no,female,49,2928322.9812882706
yes,female,44,4305664.137252944
yes,male,54,3913410.7944249264
yes,male,56,6607057.928125329
yes,male,63,5831095.5817679865
no,female,64,5604701.985042674
no,male,43,2546286.985770663
no,female,52,2156546.0019621705
yes,female,66,5520224.854530665
yes,female,50,4659114.567155458
yes,male,47,4559700.789597009
no,male,52,6409591.60637656
no,female,61,5284312.863463405
no,male,60,5450865.821720285
yes,female,55,5335661.173145281
yes,male,60,7444967.328544324
yes,male,53,6731846.005545916
no,male,43,6259859.6810632385
yes,male,59,6574470.28755979
no,female,50,3563890.7958565936
yes,male,55,6585704.3039477365
no,male,55,4952903.188802424
no,female,53,3891391.7430343106
yes,male,39,3101879.6866157497
no,male,52,3920775.102237881
yes,male,61,5586981.427316046
no,male,58,6674975.419950032
no,male,43,3225122.4198785997
yes,female,44,4154371.028511946
no,female,61,2639928.8281956566
no,male,53,4014459.984141792
no,female,58,3265388.4164124858
yes,male,59,6368058.302356537
no,female,56,3373787.41019119
no,male,66,7060904.683842248
no,female,54,3949081.870275601
no,female,62,6931957.515797201
yes,male,53,7934408.522699722
no,male,57,4962750.173501516
yes,female,52,4565641.587908474
no,male,48,4196378.795386537
no,male,45,5806198.453162752
yes,female,42,5887559.106765964
no,male,63,6608189.24291309
no,male,53,5354827.490007462
yes,female,60,6679297.119643516
no,male,45,5266970.867970647
yes,male,56,6053892.4110092
yes,male,58,6555052.329711098
yes,male,60,7341909.604818499
yes,female,62,7021101.187533224
yes,male,48,6501383.011240274
no,male,67,6069639.249605237
no,female,55,3060709.5277853603
no,male,54,6957726.830548649
no,male,63,5606917.215175831
no,female,52,4340936.640206161
no,male,46,5937847.928327546
no,male,55,6863951.087659171
no,male,48,4744788.617521659
no,male,59,5641865.096578624
yes,female,52,5752550.382097873
no,female,43,3950342.3619264346
no,female,61,4439040.947009056
yes,male,54,6484067.92955609
yes,female,64,6771181.762961147
yes,female,60,4542169.745156237
yes,female,55,3589542.4236976462
yes,female,47,3464799.5494606732
no,male,65,7299148.00043307
yes,male,50,4584713.2496131575
no,male,49,5537371.5159795545
yes,male,51,4303570.721010923
yes,male,55,5022477.4082132755
no,female,59,4271551.572323027
no,female,61,5669803.23873153
no,male,65,6641413.200779972
yes,male,49,5244426.07102527
yes,female,61,5626222.296280425
no,male,66,6199690.879435435
no,male,44,5178404.524800332
yes,female,51,2730417.7393370885
yes,female,61,5426773.847552628
no,male,47,4024046.257121414
no,female,54,4315152.957862513
no,female,56,5069150.3063393505
yes,female,46,4086524.6050481712
no,female,50,4078580.4771271236
no,female,60,5649101.047180814
no,male,57,5750592.497469861
yes,female,59,4531643.718228349
yes,female,58,6408175.115412496
yes,female,58,5251141.02909818
yes,female,57,4805359.00796802
yes,female,66,4729266.595686626
no,male,56,6018449.646338637
yes,female,59,5171201.136839876
yes,male,52,6540746.9545685025
no,female,58,3462463.982677283
no,male,51,4582482.595870016
no,male,54,4468157.8362806495
yes,female,48,5086448.754243006
yes,female,61,5412545.376832982
yes,male,43,5069595.777675491
yes,female,60,5103350.931717418
no,male,54,4848409.157453883
yes,female,61,6100171.7948113885
yes,female,51,3919174.1518755476
yes,male,51,5298541.732075959
yes,female,51,3807744.095286072
yes,male,43,3640195.820057636
yes,male,45,6564936.335487488
no,male,53,6652616.277676525
no,male,53,5407166.827325882
no,male,45,5816867.622094823
no,female,54,4808367.2017435385
yes,female,65,5502632.1893853685
yes,male,53,6943382.025881844
yes,male,62,8824370.199106503
no,male,49,5022696.229829161
no,male,51,4395276.99743006
yes,male,54,4986146.46099727
yes,male,57,6004231.305648513
yes,male,47,5522809.815151831
no,female,47,2300696.4213749464
no,female,53,4117965.57301362
yes,male,63,7724082.770526184
yes,female,53,5692001.481129454
yes,male,66,6621671.419320309
no,female,48,2681617.0903059077
no,female,46,4440548.669389368
no,male,50,5381662.2890315205
yes,male,63,7214616.442733224
no,female,63,3936058.96926892
no,male,64,6592720.879862221
yes,male,61,6134306.088977118
yes,female,54,5190614.034455598
yes,female,38,3046617.6355718467
no,male,47,6001774.376984434
no,male,64,4294609.151208083
yes,female,60,5287709.3166629495
yes,male,43,5687191.643147219
yes,male,50,5894608.398137577
yes,male,62,7836420.635123528
no,female,48,3928273.3494245345
yes,male,54,5020633.125442353
no,male,58,6022376.108948251
no,female,49,3562551.2509662975
yes,female,48,4102364.778127241
yes,male,61,6149599.69399861
yes,male,49,3772218.789195443
no,female,52,5021858.635854356
yes,female,65,5286163.259897358
no,female,41,4668326.607187047
yes,female,51,3627152.5207025893
no,female,56,4565910.622796656
no,female,49,2991381.929561961
yes,male,53,5321382.285898839
yes,male,53,5646163.153052702
no,male,51,5381379.571372265
yes,male,66,9060973.009043718
yes,female,47,4685584.680108183
no,female,52,4560024.940920595
yes,male,41,3776746.735006495
yes,female,47,3383530.558344087
yes,female,49,4197574.481309264
no,male,45,6812834.80904682
yes,female,49,4177635.548208337
yes,female,48,2114654.3438841784
yes,male,52,5353322.173025862
no,female,60,5043843.516019063
yes,male,53,6283201.55274903
no,female,49,3647497.6653492097
no,male,58,7253236.661913775
no,male,43,4461973.574668662
yes,male,51,5082573.483731365
no,male,67,6185628.372888283
yes,male,64,7063711.173832415
no,female,64,4209258.2756973095
yes,male,49,6618314.289667843
no,female,42,4479190.202656526
yes,female,60,6149335.825791781
yes,male,50,5095836.195746814
yes,female,57,5287765.970071736
yes,male,61,4933419.193388115
yes,female,54,5982407.706032735
yes,female,46,3289215.987470586
yes,female,54,5144486.939368174
no,female,62,5451031.087773627
no,male,58,5797916.029373984
yes,male,43,4315176.576866541
no,female,56,3932050.4945472423
no,female,47,3295891.8191019087
no,male,58,6339850.654548717
yes,female,57,5542838.633324448
no,male,61,7323423.031223165
yes,female,58,5172783.302282013
yes,male,43,5744366.304946138
no,male,60,5421837.104539555
no,female,68,4474147.321401607
yes,male,48,5040999.430564724
no,male,50,3815947.106332895
no,male,52,6306716.68050872
no,female,53,4445595.115412246
no,female,66,5938023.189669018
yes,female,50,3202176.7589408504
no,female,55,3865738.185181435
no,male,45,6909897.066474109
no,male,50,4297970.461876919
yes,female,57,5191801.7887899
yes,female,46,4268052.336601119
yes,male,58,6660314.635022895
yes,male,56,6403342.035048747
no,female,50,3782055.760604543
yes,female,60,6937634.921062146
yes,female,53,5573159.064618895
yes,female,50,3514456.128345696
yes,male,57,6056338.661451948
yes,male,54,4480853.796374318
no,male,55,5697709.612346012
yes,female,51,4637530.245844609
no,female,50,3925250.7205234324
yes,female,51,4501953.381687405
yes,female,65,5362731.3441763595
yes,female,59,4009797.597407992
yes,male,51,5123325.761743416
no,female,57,4538458.7523261495
yes,male,55,4142334.601023606
no,male,37,4603872.446627282
yes,male,60,8374931.019948202
yes,female,62,6116819.098487536
yes,female,52,3054346.1353145554
no,female,57,5425800.635369523
no,male,56,6397097.792968172
yes,female,58,5894198.384008638
yes,female,46,4525916.393873201
no,female,59,5490352.744402189
yes,female,49,4121204.0015484374
no,female,53,2879412.858898954
no,female,42,3990315.8240876496
yes,male,53,5527150.111401709
yes,male,59,6257212.470630694
yes,male,49,6088299.7737222845
no,male,53,5618911.421486203
no,female,64,1591101.8073205957
yes,female,45,3712775.705437521
yes,male,53,5052568.074867824
yes,female,55,4156290.7455180483
yes,female,52,3438226.883788775
no,male,35,2510170.880861587
yes,male,59,5830274.4361753
no,male,50,5199881.316552297
no,female,51,4370709.481054444
yes,male,48,5002923.998353228
yes,male,65,7158622.432475739
yes,male,49,5413070.244666851
no,male,51,6878568.78760433
yes,male,54,5958648.8437993415
no,male,53,5580627.209416082
yes,female,55,2298781.2672884446
yes,male,53,6106370.465773243
yes,male,51,5193502.296288328
yes,female,51,3386300.688882253
yes,male,48,7657174.778760678
yes,male,68,5314524.52186614
no,male,45,5380503.880996092
yes,male,56,5590602.923597307
yes,male,71,7728260.910036131
yes,female,66,7621594.3683865
no,male,60,6686190.995888656
yes,female,46,3567495.67084758
no,female,60,3844722.548311537
yes,male,46,7941651.958082435
no,male,51,7617337.750956558
no,male,71,8060547.547484128
no,male,58,4679045.249031897
no,male,48,6551799.433005473
yes,male,47,4942088.960115499
yes,female,52,4870201.181939791
yes,female,69,6932547.093881225
yes,female,50,2424846.8470560224
no,female,45,2404968.46569815
yes,male,60,6238191.931681378
yes,male,62,8465416.516743422
no,female,63,5561380.067285588
yes,female,37,3874835.330553165
yes,female,61,4705965.252552114
yes,female,62,5411049.650957053
no,male,57,5161782.629255525
no,female,64,4228321.029557177
no,female,51,4833417.949554363
no,female,55,4469649.374587135
yes,female,52,4385585.604495264
yes,female,52,4829500.159941958
no,male,44,3818438.8712769845
no,female,51,2309207.658968416
yes,male,51,6312051.392554188
no,male,50,5011271.66676965
no,female,54,4079322.3311199932
yes,male,62,6994556.253521758
no,male,59,3430073.9159778818
yes,male,55,5656006.037643797
yes,male,51,4945831.439653853
no,female,53,2660436.6896680333
yes,male,50,4564419.839101769
no,male,39,4387679.860814315
no,male,48,5672412.877938002
no,female,46,4222958.605399961
no,female,64,5979091.365406677
yes,female,60,5710690.119745758
no,male,53,5881187.176776371
yes,male,42,4698577.09644922
yes,male,52,6726398.601771474
no,female,53,1849156.4047374518
no,male,61,5319102.9050851
no,female,57,4677603.1547420155
yes,male,54,5664315.892046937
no,female,51,2282205.9839141653
no,female,56,4692084.508077624
yes,female,55,5180432.690932818
no,female,52,3403334.6739071705
no,female,34,3909643.075941503
yes,female,47,3769632.3242779044
no,male,56,4512044.91587149
yes,male,58,4719614.542737776
yes,male,59,5604430.70041979
yes,female,64,6232769.945863935
yes,male,52,5403441.915535544
no,male,49,4786408.089691522
no,male,55,4604584.825547692
no,male,55,4818464.809899078
yes,male,55,6093638.673095964
no,male,66,7533698.905162297
no,male,65,7129471.881038622
yes,female,66,5167916.777784076
yes,female,51,4129228.380577749
no,female,45,3591313.725388519
yes,female,47,4212601.499090593
yes,female,58,5936134.59743086
yes,male,57,5891487.271307099
no,male,54,5988828.852105132
no,female,49,4203914.809699326
no,male,72,6869336.838777549
yes,male,51,5048017.602778605
no,male,60,6240886.934255501
no,female,64,5850874.71163104
no,female,55,2744571.1353238467
no,male,53,4820487.642244687
yes,male,48,5440350.57566654
no,female,45,1665491.2006995217
no,female,49,4578567.517418483
yes,male,57,5491237.947452218
yes,female,57,5416072.284896793
yes,female,50,3688902.4230974405
yes,male,43,3852606.131250885
no,female,58,5415534.156630845
yes,female,56,4166409.357823606
no,female,48,4882959.655435247
no,female,56,5916513.723471878
no,female,55,3940367.02566881
no,male,56,4801557.529231628
yes,male,55,8524646.683414716
yes,male,47,6846363.188302203
no,male,50,3965637.1474123253
no,male,50,6939993.602492189
no,male,55,4180142.154171257
yes,male,66,6640962.37991425
yes,female,48,4743055.535107122
yes,male,48,6306070.312135322
no,male,52,5608619.000014487
no,male,53,5195935.525471871
yes,male,56,5836589.94197149
yes,female,37,2087774.9742196423
no,male,54,4780855.708479141
yes,male,52,6571836.964298246
yes,male,40,5873889.881047486
no,female,52,5107004.702726928
yes,male,49,7401107.467933969
yes,male,42,4528090.982875726
yes,female,57,4152018.674377521
no,female,54,4616392.27747626
yes,female,67,6143647.249981347
no,female,56,4229740.9809037745
no,male,59,5682454.50508877
no,male,65,6178592.8778560385
yes,female,48,4295787.583281821
no,female,61,4512889.548975394
no,female,60,3492272.1131531373
no,female,45,4162930.011933662
no,male,56,7403753.277562261
no,male,51,5746509.6396472985
yes,male,40,4288788.954931307
yes,female,54,5101068.872374747
no,female,50,4458023.425185517
no,female,72,6768808.500643498
yes,male,52,6500910.406191638
no,male,52,5066803.372030777
no,male,43,6148729.921059787
yes,male,45,5896600.293811537
no,male,39,3837102.8571576667
yes,female,49,6675959.284578778
yes,male,57,6873647.710856218
yes,male,48,5689284.019197979
no,male,56,6819205.582224776
yes,male,63,7004293.1409229925
no,female,54,5635141.751476666
yes,female,55,5367943.672412645
yes,female,56,3458458.280520407
no,female,50,4738015.23366513
no,female,49,3442495.5917766388
no,female,49,3353590.771415757
no,male,54,6823102.42453128
yes,female,56,4831596.283392608
yes,male,64,7012871.782910257
no,male,52,5597595.962276147
yes,male,61,5939296.73179266
no,male,52,4127127.5093803713
yes,male,33,4998474.58098278
no,female,53,4039796.064472228
yes,male,49,5539669.545578968
yes,male,59,6988052.051721333
yes,male,58,5707216.161780301
yes,male,43,5781630.563338913
yes,female,57,5039901.5736659765
yes,male,52,4817811.763678787
no,female,55,3136907.1993122073
no,female,51,3629932.7506583217
yes,male,59,6899030.397658171
no,female,49,2674906.9301246875
yes,female,49,4116040.4647515025
yes,male,56,6892395.936605395
yes,male,51,6487376.889224914
yes,male,64,7555055.62560744
no,female,60,4708718.490007823
yes,female,55,5286111.451526615
yes,male,48,6514474.567574338
yes,male,37,3312941.4863308496
yes,male,56,5313411.596201372
no,male,43,4022594.731396362
no,female,54,2961529.097209495
no,male,50,3589283.169321339
no,female,55,5118884.17803772
no,male,54,7954327.1553091295
yes,female,56,4151807.5470221047
no,male,55,6551107.308693033
no,male,42,3301463.4234436466
yes,female,67,7617148.330759073
yes,male,43,7006530.560051388
no,male,55,5376430.327335219
no,male,57,5157139.7497421065
yes,female,47,3293576.146880334
yes,female,44,5348244.040830075
yes,male,57,6501962.320838494
no,male,54,4304400.183115182
yes,male,45,5228951.542175921
no,male,47,5944278.715399417
yes,male,58,5580121.51402582
yes,male,66,6606568.196933964
no,male,58,6175172.956141955
yes,female,50,4534021.868363627
no,male,58,5645635.119051732
yes,female,59,4585645.0637961645
no,female,58,5035699.506930948
yes,male,50,5391499.12505676
no,male,45,5045692.223660021
yes,female,49,5543678.802541878
no,female,72,5556898.068845466
yes,female,51,5140580.450789432
yes,male,42,6158229.914956905
no,male,62,5624097.088505707
no,female,58,4020335.204501884
yes,female,53,5736594.545256121
no,female,56,4922134.075852398
yes,female,49,3975765.4514910067
no,male,52,4039097.971366181
yes,male,41,4298639.064795425
yes,female,44,4779179.430442646
yes,female,49,3643789.7045456674
no,female,51,3456298.0389847783
no,male,44,4805535.290899214
no,female,42,2671486.022366885
no,male,59,5615309.334543824
yes,female,48,4137612.4103220627
yes,male,51,5830581.561087381
yes,female,54,5179405.879233114
no,female,57,5914034.273927454
no,female,61,4876529.589766968
no,male,43,3495538.287321526
no,female,67,5975260.900908285
no,female,53,4096252.394633365
no,male,47,4551666.81676616
no,male,53,6232962.368537922
yes,male,55,5439492.4490226945
no,male,55,5914202.141996313
yes,male,48,6147641.918856387
yes,female,64,6473022.066695148
yes,male,43,6071184.217729157
yes,male,54,3921616.586505381
yes,female,47,3812422.7380964207
yes,male,58,5890311.806773081
no,male,58,4333417.8468744615
no,male,66,5323226.4618627615
yes,male,52,5869924.280002218
yes,female,58,4251756.510354074
no,male,52,6189532.697267292
no,male,59,5813351.715874812
yes,male,50,6158967.624184691
no,female,57,3591219.6835154374
no,male,54,5460373.741027055
no,female,57,4091163.7547290353
yes,female,68,6714157.00183531
no,female,47,3525439.6857289486
yes,female,52,5556500.013436919
no,male,65,6586550.554836358
no,female,47,2521365.2403092207
no,male,37,2857830.000830079
yes,male,50,3697326.7257323978
no,male,55,4226397.382210069
yes,female,53,5267580.6228825785
no,male,59,6736652.223560546
yes,male,59,5076165.17152045
no,male,58,5392047.540151814
no,male,60,7291510.08763017
no,male,52,4135530.003749183
no,male,44,4408986.040277482
no,male,47,5393658.587499297
no,female,53,4361619.442810564
no,female,56,5474059.698504572
no,male,60,4577036.490707063
yes,female,49,4554911.897466224
no,male,51,5908225.307177978
no,male,57,4514481.067481349
yes,female,54,3623897.737102027
yes,female,55,5031626.972401282
no,female,53,4011030.1917084316
yes,male,53,5107417.145125841
yes,male,49,5168100.907667327
yes,male,55,6895999.025254612
yes,male,51,7418195.594093101
no,female,47,5394237.5336095095
yes,female,62,6782134.599826851
no,female,52,2313944.433766719
no,male,45,5410417.988373404
yes,male,47,4840858.845579161
no,female,47,3753795.9685954754
yes,female,50,4497254.030901472
no,male,55,6586643.716779491
yes,female,52,3721154.6808551457
no,male,42,3960022.937355246
yes,female,54,5009329.803089204
yes,male,38,3931061.2151464354
yes,female,49,3753976.016427205
no,female,56,6272165.074560441
yes,female,56,4437255.854637746
yes,female,59,4942245.363159045
no,male,53,5466725.3637258
no,male,54,4529761.983807553
yes,female,61,5294327.305465936
yes,female,56,3390606.713626315
yes,male,65,5364849.205579557
no,female,56,4950605.30617842
yes,male,62,7303482.736154831
yes,female,55,6146997.084039973
no,female,42,1376756.2010307044
no,male,57,5594171.5410256
no,female,47,4763182.040733155
no,female,55,3755512.8398929434
yes,male,51,4639223.560521949
yes,female,55,5622316.273868248
no,male,45,5082537.46873897
yes,male,53,3838693.71255424
no,male,51,5830204.834279707
no,male,47,5107793.537399123
no,male,57,6743356.534393632
no,male,49,5842540.2916163355
no,male,59,5181263.984647157
no,male,55,5271475.892323281
no,male,47,5684646.790698996
yes,male,63,6576675.423701574
no,female,67,5171775.65081193
no,female,57,5144114.306611123
yes,male,42,3909366.2864561793
no,male,60,7297187.310128872
yes,female,48,4441762.605863503
yes,female,57,5246909.2145730285
no,female,45,2610635.2803224353
no,female,57,4120867.411473913
yes,female,57,5798798.063730486
no,male,45,3674334.9455493498
yes,female,45,4481602.8806780595
yes,female,54,4155292.8036508034
no,female,51,4458953.965383442
no,male,57,4643159.256586447
yes,male,38,5578174.024184848
no,female,60,5307252.738014644
yes,male,62,5392449.735890438
yes,female,64,5311531.512983487
yes,male,64,6521737.28505517
yes,male,44,5026477.477501944
yes,male,61,7167558.727598595
no,male,59,6549787.139558322
yes,male,63,4806992.883577376
yes,female,52,4959438.22442551
yes,male,51,5958523.256714871
no,male,61,6009353.345300017
no,female,55,3807945.448092769
yes,female,60,6714732.425839194
yes,male,48,5471517.658963253
no,female,49,5414583.031407893
yes,male,46,4092965.3765053996
yes,male,54,5317344.85507404
yes,female,49,3761772.9583226806
yes,female,55,5505600.965680355
no,male,52,6641425.682971235
no,male,46,4236149.49901685
yes,female,51,4218383.812354034
no,female,40,3235640.3287250237
no,female,54,6079181.075002787
no,female,57,2946906.429106331
yes,male,57,5046766.795640596
no,male,62,7167882.508509445
no,female,55,5497118.8015716085
yes,female,56,3986651.767583812
no,female,44,4959299.44735533
yes,male,54,6334646.802151946
yes,male,49,6116465.744030186
yes,female,51,5667719.010288913
yes,male,48,5904893.420361894
no,male,54,3767542.4627873856
no,male,53,4841548.556626504
no,male,52,3962528.7726996997
yes,male,57,7263588.902989524
yes,female,49,5739925.990475135
yes,female,53,5161152.216352924
no,male,58,4506821.784614174
no,male,41,2849106.8499221345
yes,male,56,6094730.746466273
no,female,53,4751786.803941702
yes,male,44,4925117.808921415
yes,female,54,4165876.34030405
yes,male,67,7654129.406197895
no,male,60,5204440.927534712
no,male,64,5840329.64957392
yes,female,51,3770385.1937990678
yes,male,61,7006338.868484733
no,male,52,6199290.348853285
yes,male,59,6716001.690292134
yes,male,50,5648186.074710693
no,male,48,5216470.101838566
yes,female,46,2900599.2916051713
no,male,53,6479227.068160508
no,male,43,5103169.531191373
yes,male,32,2436622.2495335964
no,female,58,4387674.767436673
yes,male,67,6660798.638743499
yes,female,75,5784599.881905242
no,male,52,3891776.198542022
yes,female,60,4879739.314008905
no,male,52,4033341.6901339875
yes,female,51,4728996.49285614
yes,female,52,4807786.935610963
yes,female,58,3945281.265731889
yes,female,53,4381266.043203848
yes,male,50,6112651.395859559
no,female,50,2815177.434687681
yes,male,60,5331947.969674958
no,male,67,6606923.073311392
yes,female,47,3443051.9389573336
yes,male,52,7344985.620532806
no,female,46,2121458.517792901
no,male,54,5256240.772239833
yes,female,58,6267684.259989522
no,female,48,3160793.7060193894
no,male,51,6533947.051314251
yes,male,45,5902309.076935803
no,male,52,5072911.643983594
yes,male,63,7056181.3527215
no,male,47,5540306.709809295
no,female,60,4291726.428644562
no,female,59,6244616.852288264
yes,male,61,5011752.533245644
no,male,59,4500285.244754743
yes,male,48,4398265.4531236775
yes,male,48,3541971.684424699
yes,female,50,3429093.558963104
yes,male,53,6569482.340567256
no,female,58,5589040.8631871985
yes,male,45,5783977.484445028
yes,female,56,4387479.92301812
no,male,56,6329920.268742602
yes,male,56,5349210.765067776
yes,female,59,5571253.620344319
yes,female,57,3327685.801356009
no,female,59,5094350.972895253
yes,female,58,6232832.398156342
no,female,40,2407738.9362230534
yes,male,45,4436673.332970816
no,female,47,4057680.29835531
no,male,47,4569287.2951417705
no,male,58,4574495.21127291
no,male,45,3336010.2341429023
yes,male,47,5230168.888011828
yes,male,46,4784655.986378328
no,female,57,6846524.513961514
no,female,64,4391762.8663742915
yes,male,59,7652188.464793946
yes,male,55,5808038.442825748
no,female,50,3474546.9950679536
no,female,50,5368367.905046622
yes,female,52,5479552.5664065825
yes,male,49,4373972.680837872
yes,male,62,7596402.052285768
no,female,68,4217374.498455513
no,female,59,4603628.798718344
no,male,45,4429987.261519851
yes,male,56,4765380.983223086
no,female,51,4763760.101044353
no,male,53,5716075.023825555
yes,female,46,3711388.946251694
no,male,55,5512894.499307279
yes,male,56,5779690.836611212
yes,male,66,6340668.033385314
no,female,41,2851088.973807551
yes,female,63,5571904.488433811
no,male,49,4649398.820037028
yes,male,53,6265526.163289214
no,male,57,6215280.896326086
no,male,64,7214471.012946678
no,female,58,4775611.821945678
yes,male,35,3857197.519186506
yes,male,45,5671985.066994397
yes,female,50,6269437.39838952
yes,male,57,5871990.173089214
no,male,50,5711072.243712827
no,male,48,6014631.270562048
yes,female,47,3743890.494529746
yes,female,47,3684079.556656066
yes,male,52,6560371.435370644
no,female,57,1891761.9122311946
yes,male,36,4296123.257792976
yes,female,54,4585883.740742528
yes,female,51,3585437.469671951
yes,female,52,4034548.874205142
no,male,61,5765356.06567868
no,female,48,3596405.837821612
yes,female,64,6359934.069945893
yes,male,60,5946332.654956729
yes,female,60,5086736.736707158
yes,male,46,5145797.165991777
no,female,49,4920135.698450715
no,female,51,4984561.888528589
no,female,57,4327388.421733604
no,female,61,6288627.111698141
no,male,57,6343050.579510572
no,male,54,4071277.145811606
yes,female,50,4758327.421439355
no,female,55,3293507.840735874
yes,male,58,7187571.624075686
no,male,57,4196777.87045823
no,female,54,4539272.027719356
yes,female,53,3867742.0632156422
yes,female,51,4743965.736183856
no,female,54,4258660.761294222
yes,male,48,5254246.607780375
no,male,66,6500889.788156972
yes,female,50,5221501.876972466
yes,male,48,5292677.6693580495
no,male,53,5122924.359599373
yes,male,49,3921717.9204293843
yes,male,53,5854133.004563347
yes,female,49,4007511.2227127
yes,female,52,5341077.423268226
yes,female,64,7201418.3575088
no,male,51,6031949.89061123
yes,male,57,5946981.933952198
no,male,56,6780675.770589946
no,female,58,4575062.6895515835
no,male,47,4213124.838492717
no,male,48,4917066.6186461365
no,male,60,6556230.522772501
no,male,62,4449073.297743483
no,female,62,5612127.943781074
no,male,59,8071253.960309461
no,female,59,3294897.572061532
yes,male,46,4929659.985723291
yes,male,52,5324282.533853426
no,female,55,3101049.1599934176
yes,female,44,3738975.778674745
yes,male,47,5360177.562991231
yes,female,54,6158320.656285781
no,female,39,3079664.3011322212
no,male,45,5834850.995702376
yes,male,56,5864942.423846514
yes,male,54,6196241.828676143
yes,male,53,5072269.843172454
yes,female,52,3877459.0728611136
no,male,49,3751220.592716559
no,female,43,2314688.023604497
yes,male,52,6706141.840270309
no,female,48,2965472.05027099
yes,male,49,5253032.458562841
yes,female,46,5679925.828969836
yes,female,53,3711260.450829807
no,male,58,6503991.437956263
yes,female,70,7382998.282136572
yes,female,59,5126031.725288006
no,female,65,5402872.882984814
yes,female,45,3049428.2030146844
no,male,56,4985269.799782435
yes,female,57,5608372.00200032
no,male,55,5305611.005692393
yes,female,56,4186133.835872732
yes,female,49,4829357.126788729
yes,male,53,4908030.539735779
yes,female,60,5913815.271282902
yes,male,60,6488265.158389764
no,female,52,4167417.1133462703
yes,female,51,4534728.801853102
yes,female,58,3554036.279904079
yes,male,52,6679773.578840266
yes,male,69,5956876.918434479
yes,female,41,3227036.245476311
yes,male,59,5585932.539100144
yes,female,54,4255646.0110992305
no,female,53,4932255.346605481
no,female,58,3613003.185311071
yes,female,61,6209891.170516452
no,male,62,4986014.987738966
no,male,48,4229708.221493336
yes,male,53,5417013.840567588
yes,male,52,6059537.612656111
yes,female,51,4234704.6498620305
no,female,64,5726020.207729495
yes,male,47,4205315.9914245
yes,female,55,5728473.512878647
no,male,51,3556775.5758957257
no,male,63,6272656.1337619135
no,female,54,3987015.213487217
yes,male,51,5409547.512835384
no,female,47,3874342.6774646463
no,female,43,3415704.858593754
yes,female,51,3959035.586004986
no,female,46,2748396.6929374984
no,female,45,4710619.842690408
yes,female,60,5135751.32979611
no,male,48,4648277.353266411
no,male,53,4631303.654383456
no,male,50,5217713.274508292
yes,female,51,4836279.733903345
yes,male,50,5638163.218646149
no,female,59,5502229.500396867
yes,female,62,4996114.859281882
yes,male,53,4813281.691911777
no,female,58,3533828.364359363
yes,male,52,6684652.505316149
yes,female,46,4616705.933296357
yes,female,54,3688057.7290415573
no,female,63,5338690.422269074
no,male,52,5516142.635240157
yes,male,50,5751775.32300113
no,male,62,6058192.120069832
no,male,54,5965919.211259367
no,female,63,6359625.96736917
yes,female,56,4974324.336843315
yes,male,49,5579614.1311862245
no,female,52,4543593.82942025
yes,female,52,5207127.705765636
no,female,58,3084648.476311667
yes,male,55,7515725.953592169
no,male,47,3609007.97848532
yes,female,58,5879591.359765084
yes,female,55,5986057.826957576
yes,male,46,5839205.922059909
yes,male,58,6901022.825462305
no,male,54,4176565.1117117493
yes,female,50,4704699.259869411
yes,female,60,5507508.088010823
yes,male,55,6028997.654010541
yes,male,61,6964458.642044918
